;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;people_per_household;rooms_per_person;beds_per_room
12639;-121,46;38,53;37;2745;588;1607;556;1,8007;65400;INLAND;2,89028777;1,708151836;0,21420765
16598;-120,69;35,62;43;3044;652;1456;608;2,4567;140000;<1H OCEAN;2,394736842;2,090659341;0,214191853
19843;-119,23;36,45;36;1508;323;1283;312;2,1205;60000;INLAND;4,112179487;1,175370226;0,214190981
14000;-116,94;34,4;20;6541;1401;2631;980;2,1339;78500;INLAND;2,684693878;2,486126948;0,214187433
13476;-117,37;34,1;44;2087;447;1270;423;2,3889;86100;INLAND;3,002364066;1,643307087;0,214183038
3223;-119,66;36,32;24;2652;568;1532;445;2,3256;56800;INLAND;3,442696629;1,731070496;0,214177979
13949;-117,12;34,21;19;4641;994;1334;474;4,5972;123900;INLAND;2,814345992;3,479010495;0,214177979
9442;-119,84;37,48;17;2582;553;1087;423;2,5;104200;INLAND;2,569739953;2,375344986;0,214175058
17870;-121,99;37,4;24;3217;689;1196;684;3,4896;226700;<1H OCEAN;1,748538012;2,689799331;0,214174697
6280;-117,95;34,02;22;1919;411;1203;363;4,2578;144100;<1H OCEAN;3,314049587;1,59517872;0,214174049
6945;-118,09;33,98;37;1270;272;1092;274;3,5;160700;<1H OCEAN;3,98540146;1,163003663;0,214173228
6779;-118,17;34,12;37;2246;481;995;459;4,2944;354700;<1H OCEAN;2,167755991;2,257286432;0,214158504
6136;-117,99;34,07;35;1681;360;1648;373;2,4911;145900;INLAND;4,418230563;1,020024272;0,214158239
4773;-118,34;34,04;42;1681;360;987;337;2,6;171400;<1H OCEAN;2,928783383;1,703140831;0,214158239
20566;-121,96;38,54;6;1485;318;894;308;3,2222;139600;INLAND;2,902597403;1,661073826;0,214141414
18769;-122,29;40,47;20;2858;612;1422;589;1,9657;63000;INLAND;2,41426146;2,009845288;0,214135759
16927;-122,31;37,57;42;3157;676;1603;629;3,7422;292600;NEAR OCEAN;2,548489666;1,969432314;0,214127336
14077;-117,12;32,77;43;2167;464;977;461;3,125;192200;NEAR OCEAN;2,119305857;2,21801433;0,214120904
18790;-122,76;40,4;22;2153;461;903;314;2,125;123200;INLAND;2,875796178;2,38427464;0,214119833
14766;-117,07;32,57;17;2961;634;1911;615;2,5859;131400;NEAR OCEAN;3,107317073;1,549450549;0,214116852
8357;-118,33;33,96;42;1686;361;737;319;2,3;189200;<1H OCEAN;2,310344828;2,287652646;0,214116251
12452;-114,6;33,62;16;3741;801;2434;824;2,6797;86500;INLAND;2,953883495;1,536976171;0,214113873
11801;-121,32;38,89;9;5927;1269;3369;1176;2,8194;111300;INLAND;2,864795918;1,759275749;0,214104943
6631;-118,15;34,16;38;2471;529;1661;441;2,2765;146600;<1H OCEAN;3,766439909;1,487658037;0,214083367
2636;-124,16;40,6;39;1322;283;642;292;2,4519;85100;NEAR OCEAN;2,198630137;2,059190031;0,214069592
6688;-118,07;34,14;42;3200;685;1668;628;3,375;260400;INLAND;2,656050955;1,918465228;0,2140625
11060;-117,87;33,79;25;2546;545;1543;521;4,192;219900;<1H OCEAN;2,961612284;1,650032404;0,214061273
15416;-117,26;33,21;26;1906;408;1325;427;3,0197;136000;<1H OCEAN;3,103044496;1,438490566;0,21406086
1179;-121,53;39,49;19;1537;329;617;274;1,5313;50300;INLAND;2,251824818;2,4910859;0,214053351
19899;-119,29;36,32;33;2107;451;1364;442;2,2024;67200;INLAND;3,085972851;1,544721408;0,21404841
14207;-117,06;32,68;38;1481;317;1080;291;2,85;125800;NEAR OCEAN;3,711340206;1,371296296;0,214044564
2319;-119,7;36,83;23;3532;756;1885;758;2,5904;71400;INLAND;2,486807388;1,873740053;0,214043035
17113;-122,16;37,48;36;2238;479;1949;457;2,3769;157300;NEAR BAY;4,264770241;1,14828117;0,214030384
11468;-118;33,71;19;4808;1029;2422;971;4,0121;279700;<1H OCEAN;2,494335736;1,985136251;0,214018303
12025;-117,46;33,93;16;4112;880;2821;857;3,0122;114700;INLAND;3,291715286;1,457639135;0,214007782
3418;-118,42;34,28;29;1271;272;1338;266;4,125;150000;<1H OCEAN;5,030075188;0,949925262;0,214004721
19204;-122,72;38,45;41;1743;373;780;357;3,1467;175500;<1H OCEAN;2,18487395;2,234615385;0,213998853
14515;-117,13;32,91;16;2715;581;1619;584;4;154700;<1H OCEAN;2,772260274;1,676961087;0,213996317
7815;-118,11;33,9;26;4173;893;2471;863;3,5052;196000;<1H OCEAN;2,863267671;1,688789964;0,213994728
2146;-119,76;36,77;38;3804;814;2142;816;2,1439;60200;INLAND;2,625;1,775910364;0,213985279
210;-122,23;37,79;40;930;199;564;184;1,3281;113300;NEAR BAY;3,065217391;1,64893617;0,213978495
11970;-117,42;34;32;1617;346;1153;385;3,016;96600;INLAND;2,994805195;1,402428448;0,2139765
15298;-117,35;33,17;36;1977;423;812;387;3,625;198000;NEAR OCEAN;2,098191214;2,434729064;0,213960546
19443;-121,04;37,69;9;6333;1355;3265;1265;3,0217;160900;INLAND;2,581027668;1,939663093;0,213958629
3914;-118,55;34,2;31;1963;420;1494;415;3,5313;211800;<1H OCEAN;3,6;1,313922356;0,213958227
2825;-119,07;35,42;19;3889;832;1872;731;2,6812;107600;INLAND;2,560875513;2,077457265;0,213936745
7782;-118,06;33,91;24;4880;1044;4516;1050;4,1387;157700;<1H OCEAN;4,300952381;1,080602303;0,213934426
19817;-119,45;36,48;38;402;86;311;87;3,1719;106300;INLAND;3,574712644;1,292604502;0,213930348
5454;-118,46;34;37;388;83;248;84;5,1664;326700;<1H OCEAN;2,952380952;1,564516129;0,213917526
9827;-121,93;36,63;28;3983;852;1582;778;3,5147;313900;NEAR OCEAN;2,033419023;2,517699115;0,213909114
3004;-119,01;35,31;19;7092;1517;4101;1436;2,1006;74800;INLAND;2,855849582;1,729334309;0,213902989
3184;-119,77;36,3;24;2202;471;1052;439;2,1038;62000;INLAND;2,396355353;2,093155894;0,213896458
16265;-121,25;37,95;46;2001;428;1384;401;1,9402;62200;INLAND;3,451371571;1,445809249;0,213893053
7467;-118,19;33,93;44;1613;345;1227;342;3,1667;145700;<1H OCEAN;3,587719298;1,314588427;0,213887167
16511;-121,22;37,8;37;1038;222;521;211;2,125;91900;INLAND;2,469194313;1,992322457;0,213872832
11826;-120,87;39,15;17;1819;389;736;283;2,8603;128900;INLAND;2,600706714;2,471467391;0,213853766
6013;-117,78;34,07;18;3610;772;2899;765;3,9784;113500;INLAND;3,789542484;1,245256985;0,213850416
19203;-122,72;38,46;35;1445;309;795;308;2,9073;157000;<1H OCEAN;2,581168831;1,817610063;0,21384083
18807;-121,63;40,92;23;1922;411;872;350;2,2337;64500;INLAND;2,491428571;2,20412844;0,21383975
12947;-121,28;38,7;14;5827;1246;2578;1038;3,0212;112900;INLAND;2,483622351;2,260279286;0,213832161
9438;-120,02;37,72;17;2806;600;990;410;2,3818;88100;INLAND;2,414634146;2,834343434;0,213827512
2935;-118,98;35,36;29;1244;266;933;227;1,6981;49400;INLAND;4,110132159;1,333333333;0,213826367
12889;-121,33;38,65;23;2446;523;1132;513;2,6266;198500;INLAND;2,20662768;2,160777385;0,213818479
15249;-117,28;33,02;21;2736;585;1251;576;4,2356;347700;NEAR OCEAN;2,171875;2,18705036;0,213815789
14939;-116,98;32,74;17;3943;843;1995;766;2,6944;158300;<1H OCEAN;2,604438642;1,976441103;0,213796602
18750;-122,36;40,69;32;3611;772;2060;759;1,7427;60600;INLAND;2,714097497;1,752912621;0,213791194
14602;-117,14;32,83;25;2161;462;896;468;2,2284;177500;NEAR OCEAN;1,914529915;2,411830357;0,213789912
17430;-120,46;34,63;48;1408;301;682;279;2,9271;146600;NEAR OCEAN;2,444444444;2,064516129;0,213778409
7465;-118,19;33,93;42;1829;391;1614;377;3,1912;146400;<1H OCEAN;4,281167109;1,133209418;0,213778021
6931;-118,08;34,02;14;3789;810;2551;793;2,9321;144200;<1H OCEAN;3,216897856;1,485299882;0,213776722
8768;-118,34;33,8;33;2194;469;987;397;5,0951;318900;<1H OCEAN;2,486146096;2,22289767;0,213764813
11888;-117,35;33,99;45;131;28;89;31;2,6071;112500;INLAND;2,870967742;1,471910112;0,213740458
9488;-123,2;39,23;26;786;168;494;161;2,3583;105400;<1H OCEAN;3,068322981;1,591093117;0,213740458
19619;-121,09;37,33;40;524;112;329;96;1,7188;112500;INLAND;3,427083333;1,592705167;0,213740458
5106;-118,31;33,95;44;1558;333;1095;316;4,0043;133500;<1H OCEAN;3,465189873;1,42283105;0,213735558
843;-122,07;37,59;13;2578;551;1680;528;4,825;222000;NEAR BAY;3,181818182;1,53452381;0,213731575
20049;-119,46;35,86;22;1750;374;1113;338;1,505;42700;INLAND;3,292899408;1,572327044;0,213714286
9472;-123,35;39,42;18;1619;346;904;295;2,1625;77200;<1H OCEAN;3,06440678;1,790929204;0,213712168
2028;-119,76;36,72;24;1240;265;1035;232;2,875;60600;INLAND;4,461206897;1,198067633;0,213709677
6960;-118,07;34;37;2976;636;2117;598;4,1058;167300;<1H OCEAN;3,540133779;1,405762872;0,213709677
16714;-120,66;35,49;17;4422;945;2307;885;2,8285;171300;<1H OCEAN;2,606779661;1,916775033;0,213704206
5569;-118,29;33,88;32;2307;493;1754;528;4,317;232800;<1H OCEAN;3,321969697;1,315279361;0,213697443
2601;-123,63;41,11;19;1797;384;1033;327;1,4911;59200;<1H OCEAN;3,159021407;1,739593417;0,213689482
12176;-117,31;33,75;19;3173;678;2204;606;2,1484;129200;<1H OCEAN;3,636963696;1,439655172;0,213677907
1974;-120,76;38,6;14;2925;625;1226;437;2,5865;133800;INLAND;2,805491991;2,385807504;0,213675214
15962;-122,45;37,71;34;3131;669;2204;600;3,5536;251000;NEAR OCEAN;3,673333333;1,420598911;0,213669754
9614;-120,46;37,29;30;2972;635;1940;590;2,3594;72300;INLAND;3,288135593;1,531958763;0,213660834
9324;-122,53;37,96;35;908;194;413;197;3,9917;290800;NEAR BAY;2,096446701;2,198547215;0,213656388
19421;-121,03;37,69;6;2607;557;1266;475;3,4632;137700;INLAND;2,665263158;2,059241706;0,213655543
19524;-120,97;37,64;42;2359;504;1131;480;2,0833;95500;INLAND;2,35625;2,08576481;0,213649852
8309;-118,1;33,76;15;4690;1002;1879;974;5,6051;267400;NEAR OCEAN;1,929158111;2,496008515;0,213646055
19945;-119,37;36,21;35;2228;476;1567;449;1,4455;54100;INLAND;3,489977728;1,421825144;0,213644524
19505;-121,02;37,64;42;1437;307;1035;284;2,1036;88300;INLAND;3,644366197;1,388405797;0,213639527
13716;-117,18;34,07;28;1306;279;885;255;2,1154;75300;INLAND;3,470588235;1,475706215;0,213629403
3453;-118,42;34,31;19;6755;1443;4205;1395;3,9583;163200;<1H OCEAN;3,014336918;1,606420927;0,213619541
2474;-119,86;36,43;34;1175;251;683;261;1,7176;58400;INLAND;2,616858238;1,720351391;0,213617021
11534;-118,01;33,75;30;3380;722;2269;652;4,525;186000;<1H OCEAN;3,48006135;1,489643015;0,213609467
3422;-118,42;34,28;34;1999;427;2391;439;2,8;144300;<1H OCEAN;5,446469248;0,836051861;0,213606803
16539;-121,23;37,79;23;1985;424;1198;389;2,7734;116800;INLAND;3,079691517;1,656928214;0,213602015
18298;-122,14;37,42;46;206;44;134;51;4,15;265000;NEAR BAY;2,62745098;1,537313433;0,213592233
686;-122,1;37,69;44;2341;500;1256;485;2,9507;157100;NEAR BAY;2,589690722;1,863853503;0,213583938
10708;-117,7;33,59;11;8039;1717;3445;1571;4,1678;190900;<1H OCEAN;2,192870783;2,333526851;0,213583779
15286;-117,31;33,11;7;7974;1703;2904;1550;4,1282;188100;NEAR OCEAN;1,873548387;2,745867769;0,2135691
6144;-117,98;34,1;22;5661;1209;5389;1178;3,7727;159700;INLAND;4,574702886;1,050473186;0,213566508
6932;-118,08;34,01;33;1091;233;890;226;2,7679;176400;<1H OCEAN;3,938053097;1,225842697;0,213565536
3668;-118,4;34,24;35;2552;545;1850;503;4,775;179500;<1H OCEAN;3,677932406;1,379459459;0,213557994
3454;-118,42;34,3;29;3334;712;2919;718;3,6548;180300;<1H OCEAN;4,06545961;1,142171977;0,213557289
144;-122,21;37,8;50;2833;605;1260;552;2,8929;216700;NEAR BAY;2,282608696;2,248412698;0,213554536
6363;-117,98;34,13;37;1447;309;1279;290;4,0083;142900;INLAND;4,410344828;1,131352619;0,213545266
5851;-118,32;34,18;49;192;41;83;38;3,0179;118800;<1H OCEAN;2,184210526;2,313253012;0,213541667
16664;-120,69;35,25;15;4210;899;1933;867;2,794;262500;NEAR OCEAN;2,229527105;2,177961718;0,213539192
6962;-118,04;33,99;36;3531;754;1613;697;3,2359;198600;<1H OCEAN;2,31420373;2,189088655;0,213537242
18792;-122,31;40,89;18;754;161;247;107;2,2583;78800;INLAND;2,308411215;3,052631579;0,213527851
15434;-117,23;33,2;29;3372;720;1770;693;3,5109;166000;<1H OCEAN;2,554112554;1,905084746;0,213523132
9219;-120,29;36,88;34;1391;297;943;281;2,4219;83900;INLAND;3,355871886;1,475079533;0,213515457
12436;-116,18;33,69;17;89;19;79;21;2,375;155000;INLAND;3,761904762;1,126582278;0,213483146
9524;-123,19;39,12;38;267;57;196;60;2,3125;70000;<1H OCEAN;3,266666667;1,362244898;0,213483146
6009;-117,76;34,07;48;1157;247;677;218;2,8594;127200;INLAND;3,105504587;1,70901034;0,213483146
19976;-119,08;36,2;30;1677;358;1159;365;2,4554;61200;INLAND;3,175342466;1,446937015;0,213476446
12648;-121,45;38,51;29;4221;901;2294;850;2,2245;75900;INLAND;2,698823529;1,840017437;0,213456527
18021;-121,93;37,25;21;1354;289;639;273;4,5333;234200;<1H OCEAN;2,340659341;2,118935837;0,213441654
10179;-117,96;33,86;32;2366;505;1283;477;3,3516;190000;<1H OCEAN;2,689727463;1,844115355;0,213440406
5180;-118,26;33,95;44;1771;378;1296;399;1,6389;96700;<1H OCEAN;3,248120301;1,366512346;0,213438735
4114;-118,4;34,14;45;417;89;187;88;5,1377;360700;<1H OCEAN;2,125;2,229946524;0,213429257
2425;-119,54;36,61;20;1490;318;1474;326;1,4937;54700;INLAND;4,521472393;1,010854817;0,213422819
19615;-121,06;37,45;33;1401;299;915;282;3,4464;162500;INLAND;3,244680851;1,531147541;0,213418986
2438;-119,61;36,58;29;1312;280;788;271;2,6974;73000;INLAND;2,907749077;1,664974619;0,213414634
925;-121,92;37,49;10;7441;1588;3571;1466;5,1643;193100;<1H OCEAN;2,435879945;2,083730048;0,213412176
5030;-118,32;33,98;40;1298;277;791;255;3,2344;104300;<1H OCEAN;3,101960784;1,640960809;0,213405239
19076;-122,48;38,32;31;1701;363;680;324;3,1375;192100;<1H OCEAN;2,098765432;2,501470588;0,21340388
17504;-121,9;37,34;50;1345;287;791;254;3,5966;245800;<1H OCEAN;3,114173228;1,700379267;0,2133829
1955;-120,81;38,74;29;2259;482;1099;463;2,3314;121600;INLAND;2,373650108;2,055505005;0,213368747
18885;-122,23;38,1;47;1303;278;694;269;2,5969;92800;NEAR BAY;2,579925651;1,877521614;0,213353799
18300;-122,12;37,41;33;2892;617;1250;581;5,3727;360900;NEAR BAY;2,151462995;2,3136;0,213347165
16613;-120,86;35,39;23;1664;355;629;279;2,7344;188300;NEAR OCEAN;2,254480287;2,645468998;0,213341346
18644;-121,99;36,96;42;1275;272;451;200;4,7321;422400;NEAR OCEAN;2,255;2,827050998;0,213333333
17326;-120,09;34,61;11;586;125;317;74;2,8906;84400;NEAR OCEAN;4,283783784;1,848580442;0,21331058
10960;-117,88;33,78;26;3141;670;1572;724;3,3472;237400;<1H OCEAN;2,171270718;1,998091603;0,213307864
20575;-121,72;38,8;36;1069;228;567;190;1,9559;78400;INLAND;2,984210526;1,885361552;0,213283442
11311;-117,97;33,77;20;1988;424;1277;425;2,9414;162200;<1H OCEAN;3,004705882;1,556773688;0,213279678
7097;-118;33,93;24;4534;967;2547;895;3,9575;215400;<1H OCEAN;2,845810056;1,78013349;0,213277459
4141;-118,17;34,12;30;3376;720;1990;725;3,7813;232000;<1H OCEAN;2,744827586;1,696482412;0,213270142
5215;-118,25;33,94;44;1463;312;940;312;2,3333;99800;<1H OCEAN;3,012820513;1,556382979;0,213260424
12160;-117,22;33,74;7;1810;386;931;355;2,5221;109200;<1H OCEAN;2,622535211;1,944146079;0,213259669
13032;-121,17;38,68;37;1252;267;686;256;3;121900;INLAND;2,6796875;1,825072886;0,213258786
2431;-119,6;36,66;27;1388;296;1056;284;1,6094;55200;INLAND;3,718309859;1,314393939;0,213256484
9434;-119,98;37,43;12;2776;592;1236;489;2,5551;105000;INLAND;2,527607362;2,245954693;0,213256484
3100;-117,68;35,65;15;2701;576;1245;513;3,3269;81900;INLAND;2,426900585;2,169477912;0,21325435
3734;-118,41;34,19;37;1993;425;939;400;2,8021;224600;<1H OCEAN;2,3475;2,122470714;0,213246362
13524;-117,31;34,17;25;2795;596;1650;569;3,0078;87100;INLAND;2,899824253;1,693939394;0,213237925
16528;-121,19;37,81;8;4019;857;1959;782;2,7321;175000;INLAND;2,50511509;2,051556917;0,213237124
1356;-121,92;38,03;16;2176;464;1410;434;3,5436;100200;INLAND;3,248847926;1,543262411;0,213235294
8472;-118,32;33,9;35;3189;680;1882;651;3,6625;188000;<1H OCEAN;2,89093702;1,694473964;0,213232988
13784;-117,37;34,59;39;8193;1747;6852;1597;2,3832;35000;INLAND;4,290544771;1,195709282;0,213230807
5015;-118,32;34;50;3250;693;2300;675;1,95;112600;<1H OCEAN;3,407407407;1,413043478;0,213230769
6146;-117,97;34,09;27;3569;761;3339;762;4,1304;160500;INLAND;4,381889764;1,068882899;0,213224993
7634;-118,29;33,84;34;2617;558;1396;515;5,061;218000;<1H OCEAN;2,710679612;1,874641834;0,213221246
2725;-115,55;32,8;23;666;142;580;160;2,1136;61000;INLAND;3,625;1,148275862;0,213213213
19243;-122,73;38,47;16;1834;391;994;390;3,7266;156500;<1H OCEAN;2,548717949;1,845070423;0,213195202
9722;-121,73;36,85;22;1304;278;887;227;3,6607;206300;<1H OCEAN;3,907488987;1,470124014;0,213190184
11708;-120,15;39,17;32;1684;359;454;209;2,9125;145800;INLAND;2,172248804;3,709251101;0,213182898
2911;-119,04;35,36;36;1942;414;1051;411;1,8362;66900;INLAND;2,557177616;1,847764034;0,213182286
8368;-118,35;33,97;30;1548;330;757;349;3,8056;323800;<1H OCEAN;2,169054441;2,044914135;0,213178295
17598;-121,88;37,3;42;1867;398;927;389;4,325;247000;<1H OCEAN;2,383033419;2,014023732;0,213176219
5970;-117,76;34,1;28;4086;871;1973;853;2,621;202200;INLAND;2,313012896;2,070957932;0,213166911
12278;-116,79;33,99;16;319;68;212;67;1,4688;90000;INLAND;3,164179104;1,504716981;0,213166144
16667;-120,68;35,25;16;4208;897;1634;806;2,2868;233700;NEAR OCEAN;2,027295285;2,575275398;0,213165399
2417;-119,45;36,6;36;2294;489;1430;454;1,8975;60900;INLAND;3,149779736;1,604195804;0,213164778
16544;-121,22;37,82;13;4452;949;2740;937;3,1964;141500;INLAND;2,924226254;1,624817518;0,213162624
15262;-117,27;33,04;27;1839;392;1302;404;3,55;214600;NEAR OCEAN;3,222772277;1,412442396;0,213159326
9553;-120,63;37,41;27;2083;444;1462;479;2,6439;69100;INLAND;3,052192067;1,424760602;0,213154105
5714;-118,25;34,22;34;2510;535;1516;542;3,8068;267000;<1H OCEAN;2,79704797;1,655672823;0,21314741
6394;-118,06;34,13;40;4307;918;1769;845;3,6341;391500;INLAND;2,093491124;2,434708875;0,213141398
4809;-118,34;34,03;49;1295;276;765;265;3,4306;130200;<1H OCEAN;2,886792453;1,692810458;0,213127413
19537;-120,94;37,63;43;244;52;176;60;1,425;69400;INLAND;2,933333333;1,386363636;0,213114754
2559;-124,19;40,77;30;2975;634;1367;583;2,442;69000;NEAR OCEAN;2,344768439;2,176298464;0,213109244
18894;-122,25;38,11;49;2365;504;1131;458;2,6133;103100;NEAR BAY;2,469432314;2,09106985;0,213107822
17337;-120,4;34,86;11;1633;348;504;327;2,0508;275000;<1H OCEAN;1,541284404;3,240079365;0,213104715
5047;-118,36;34,02;46;3745;798;1502;808;3,8643;195800;<1H OCEAN;1,858910891;2,49334221;0,213084112
9492;-123,7;39,32;18;1652;352;711;292;3,1071;213200;<1H OCEAN;2,434931507;2,323488045;0,213075061
8455;-118,35;33,9;32;1056;225;565;231;3,9485;230000;<1H OCEAN;2,445887446;1,869026549;0,213068182
9066;-118,14;34,71;32;1164;248;588;270;1,1917;86900;INLAND;2,177777778;1,979591837;0,213058419
14202;-117,06;32,69;9;521;111;491;110;5,1305;158900;NEAR OCEAN;4,463636364;1,061099796;0,213051823
18729;-122,39;40,53;28;1427;304;692;285;2,125;80800;INLAND;2,428070175;2,062138728;0,213034338
19359;-123,24;38,7;38;1460;311;569;176;2,7171;131300;NEAR OCEAN;3,232954545;2,565905097;0,213013699
7499;-118,25;33,92;46;723;154;411;165;2,0893;96500;<1H OCEAN;2,490909091;1,759124088;0,213001383
11649;-118,03;33,85;16;1831;390;1347;389;3,8426;344400;<1H OCEAN;3,462724936;1,359317001;0,212998362
6119;-117,91;34,13;34;1540;328;1037;317;2,2132;138500;<1H OCEAN;3,271293375;1,485053038;0,212987013
13865;-117,31;34,41;14;3019;643;1639;582;1,5288;103400;INLAND;2,816151203;1,841976815;0,212984432
15101;-117,01;32,83;17;15401;3280;7302;3176;3,3067;121900;<1H OCEAN;2,299118388;2,109148179;0,212973184
19676;-121,63;39,15;27;2991;637;1419;606;1,8849;73500;INLAND;2,341584158;2,10782241;0,21297225
2410;-119,44;36,6;34;864;184;579;171;2,0417;72500;INLAND;3,385964912;1,492227979;0,212962963
20004;-119,06;36,15;20;1282;273;852;247;1,6354;49000;INLAND;3,449392713;1,504694836;0,212948518
16597;-120,69;35,64;38;2564;546;1301;481;2,0076;114000;<1H OCEAN;2,704781705;1,970791699;0,212948518
19653;-120,84;37,48;10;2874;612;1960;596;2,7381;104600;INLAND;3,288590604;1,466326531;0,212943633
19467;-120,98;37,67;13;1221;260;682;275;3,65;155500;INLAND;2,48;1,790322581;0,212940213
1719;-122,34;37,99;42;1531;326;1271;377;2,6167;85100;NEAR BAY;3,371352785;1,204563336;0,212932724
2139;-119,73;36,77;24;4410;939;2362;862;2,9406;73000;INLAND;2,740139211;1,867061812;0,21292517
12790;-121,46;38,64;20;1517;323;1287;328;1,6607;67000;INLAND;3,923780488;1,178710179;0,212920237
941;-122,02;37,54;31;1240;264;719;236;3,535;210300;NEAR BAY;3,046610169;1,724617524;0,212903226
2668;-115,51;33,12;21;1024;218;890;232;2,101;46700;INLAND;3,836206897;1,150561798;0,212890625
19621;-121,01;37,33;17;1926;410;1054;321;1,6214;71500;INLAND;3,283489097;1,827324478;0,212876428
2026;-119,74;36,71;17;5872;1250;5034;1224;2,1905;61800;INLAND;4,112745098;1,166468017;0,212874659
13912;-116,15;34,14;18;3312;705;1251;512;3,0139;82600;INLAND;2,443359375;2,647482014;0,212862319
6139;-117,97;34,08;30;2227;474;1961;481;3,3261;164100;INLAND;4,076923077;1,135645079;0,212842389
2722;-115,53;32,73;14;1527;325;1453;332;1,735;61200;INLAND;4,376506024;1,050929112;0,212835625
17917;-121,99;37,35;25;1527;325;707;339;4,375;212200;<1H OCEAN;2,085545723;2,159830269;0,212835625
33;-122,27;37,84;48;1922;409;1026;335;1,7969;110400;NEAR BAY;3,062686567;1,873294347;0,212799168
3091;-118,41;35,63;15;5907;1257;2310;1001;2,3125;96900;INLAND;2,307692308;2,557142857;0,212798375
18548;-122,04;36,96;32;1438;306;802;293;4,1964;202000;NEAR OCEAN;2,737201365;1,793017456;0,212795549
7153;-118,16;34,03;41;1377;293;1142;272;3,1724;141600;<1H OCEAN;4,198529412;1,205779335;0,212781409
3073;-119,23;35,78;8;1612;343;1230;330;2,1806;67200;INLAND;3,727272727;1,310569106;0,212779156
7573;-118,21;33,89;42;1739;370;1104;297;2,2125;120700;<1H OCEAN;3,717171717;1,575181159;0,212765957
